timestamp,portfolio_value,funding_pnl,trading_pnl_realized,trading_pnl_unrealized,trading_pnl_total,trading_costs,period_return,cumulative_return,num_active_positions,daily_return,realized_vol,vol_scalar,leverage,nominal_exposure,base_allocation_per_symbol,scaled_allocation_per_symbol,cum_funding_pnl,cum_trading_pnl,cum_trading_costs,peak,drawdown
2025-01-01 00:00:00+00:00,999.3311580000001,0.23115800000000003,0.0,0.0,0.0,-0.8999999999999999,-0.0006688419999999269,-0.0006688419999999473,5,0.0,0.1,1.0,2.001338579298055,2000.0,200.0,200.0,0.23115800000000003,0.0,-0.8999999999999999,999.3311580000001,0.0
2025-01-01 01:00:00+00:00,994.7546947125909,0.0,0.0,-4.5764632874092035,-4.5764632874092035,0.0,-0.0045795262669166,-0.005245305287409074,5,0.0,0.1,1.0,2.0105459271824286,2000.0,200.0,200.0,0.23115800000000003,-4.5764632874092035,-0.8999999999999999,999.3311580000001,-0.0045795262669165995
2025-01-01 02:00:00+00:00,990.8320300339323,0.0,0.0,-8.499127966067793,-8.499127966067793,0.0,-0.003943348746689779,-0.009167969966067724,5,0.0,0.1,1.0,2.0185055987052696,2000.0,200.0,200.0,0.23115800000000003,-8.499127966067793,-0.8999999999999999,999.3311580000001,-0.008504816344441266
2025-01-01 03:00:00+00:00,986.8049102651328,0.0,0.0,-12.526247734867304,-12.526247734867304,0.0,-0.004064381899989256,-0.013195089734867271,5,0.0,0.1,1.0,2.0267430565000373,2000.0,200.0,200.0,0.23115800000000003,-12.526247734867304,-0.8999999999999999,999.3311580000001,-0.012534631422817397
2025-01-01 04:00:00+00:00,991.6474027313142,0.0,0.0,-7.6837552686859,-7.6837552686859,0.0,0.004907243990993404,-0.008352597268685868,5,0.0,0.1,1.0,2.0168459015688036,2000.0,200.0,200.0,0.23115800000000003,-7.6837552686859,-0.8999999999999999,999.3311580000001,-0.007688897926552891
2025-01-01 05:00:00+00:00,992.396511534907,0.0,0.0,-6.934646465093145,-6.934646465093145,0.0,0.0007554185101776856,-0.007603488465093067,5,0.0,0.1,1.0,2.015323488901292,2000.0,200.0,200.0,0.23115800000000003,-6.934646465093145,-0.8999999999999999,999.3311580000001,-0.0069392877521918745
2025-01-01 06:00:00+00:00,995.3868652797349,0.0,0.0,-3.94429272026511,-3.94429272026511,0.0,0.0030132650710379405,-0.004613134720265033,5,0.0,0.1,1.0,2.0092690287187356,2000.0,200.0,200.0,0.23115800000000003,-3.94429272026511,-0.8999999999999999,999.3311580000001,-0.0039469325945555465
2025-01-01 07:00:00+00:00,1004.0871887007926,0.0,0.0,4.7560307007925635,4.7560307007925635,0.0,0.008740645194883712,0.004087188700792499,5,0.0,0.1,1.0,1.9918588968233306,2000.0,200.0,200.0,0.23115800000000003,4.7560307007925635,-0.8999999999999999,1004.0871887007926,0.0
2025-01-01 08:00:00+00:00,1004.5210102851681,0.13856200000000002,0.0,5.051290285168038,5.051290285168038,0.0,0.0004320556912362772,0.004521010285168048,5,0.0,0.1,1.0,1.9909986745147625,2000.0,200.0,200.0,0.36972000000000005,5.051290285168038,-0.8999999999999999,1004.5210102851681,0.0
2025-01-01 09:00:00+00:00,1018.0567914600831,0.0,0.0,18.58707146008307,18.58707146008307,0.0,0.013474861188888854,0.0180567914600831,5,0.0,0.1,1.0,1.9645269466073965,2000.0,200.0,200.0,0.36972000000000005,18.58707146008307,-0.8999999999999999,1018.0567914600831,0.0
2025-01-01 10:00:00+00:00,1009.1521453822522,0.0,0.0,9.682425382252122,9.682425382252122,0.0,-0.008746708584950302,0.009152145382252286,5,0.0,0.1,1.0,1.9818617134707959,2000.0,200.0,200.0,0.36972000000000005,9.682425382252122,-0.8999999999999999,1018.0567914600831,-0.00874670858495031
2025-01-01 11:00:00+00:00,1005.777797016546,0.0,0.0,6.308077016545923,6.308077016545923,0.0,-0.003343745916952967,0.005777797016546016,5,0.0,0.1,1.0,1.9885107882999908,2000.0,200.0,200.0,0.36972000000000005,6.308077016545923,-0.8999999999999999,1018.0567914600831,-0.01206120773078562
2025-01-01 12:00:00+00:00,1003.4346098541248,0.0,0.0,3.964889854124693,3.964889854124693,0.0,-0.002329726475740257,0.0034346098541246928,5,0.0,0.1,1.0,1.9931542926257564,2000.0,200.0,200.0,0.36972000000000005,3.964889854124693,-0.8999999999999999,1018.0567914600831,-0.01436283489154605
